persistence intervals in dim 0:
 [0,0.491633)
 [0,0.493383)
 [0,0.494202)
 [0,0.495529)
 [0,0.495999)
 [0,0.496514)
 [0,0.499052)
 [0,0.500924)
 [0,0.508393)
 [0,0.509178)
 [0,0.512456)
 [0,0.51322)
 [0,0.513559)
 [0,0.51559)
 [0,0.519258)
 [0,0.520111)
 [0,0.522718)
 [0,0.523315)
 [0,0.523844)
 [0,0.52713)
 [0,0.528229)
 [0,0.528509)
 [0,0.528527)
 [0,0.529577)
 [0,0.538164)
 [0,0.541142)
 [0,0.544258)
 [0,0.54685)
 [0,0.547544)
 [0,0.547638)
 [0,0.54778)
 [0,0.54865)
 [0,0.548833)
 [0,0.549546)
 [0,0.54974)
 [0,0.549807)
 [0,0.551792)
 [0,0.555072)
 [0,0.555769)
 [0,0.556317)
 [0,0.556509)
 [0,0.557377)
 [0,0.557543)
 [0,0.560496)
 [0,0.561349)
 [0,0.562363)
 [0,0.562396)
 [0,0.562519)
 [0,0.563248)
 [0,0.563334)
 [0,0.564262)
 [0,0.565826)
 [0,0.565926)
 [0,0.566706)
 [0,0.567527)
 [0,0.568226)
 [0,0.571515)
 [0,0.572229)
 [0,0.576802)
 [0,0.578981)
 [0,0.580289)
 [0,0.582168)
 [0,0.583515)
 [0,0.585124)
 [0,0.585433)
 [0,0.587994)
 [0,0.588474)
 [0,0.588624)
 [0,0.589277)
 [0,0.589745)
 [0,0.589887)
 [0,0.590328)
 [0,0.590378)
 [0,0.590437)
 [0,0.591687)
 [0,0.593652)
 [0,0.595821)
 [0,0.597074)
 [0,0.597357)
 [0,0.597807)
 [0,0.597896)
 [0,0.598179)
 [0,0.599303)
 [0,0.599666)
 [0,0.600119)
 [0,0.60083)
 [0,0.601697)
 [0,0.602282)
 [0,0.602586)
 [0,0.603039)
 [0,0.60313)
 [0,0.605384)
 [0,0.606483)
 [0,0.606735)
 [0,0.609913)
 [0,0.611286)
 [0,0.612737)
 [0,0.613729)
 [0,0.614862)
 [0,0.615042)
 [0,0.615424)
 [0,0.615867)
 [0,0.615955)
 [0,0.617581)
 [0,0.619896)
 [0,0.621285)
 [0,0.621556)
 [0,0.621596)
 [0,0.622308)
 [0,0.623154)
 [0,0.629112)
 [0,0.630704)
 [0,0.631591)
 [0,0.63562)
 [0,0.635643)
 [0,0.635645)
 [0,0.637081)
 [0,0.637093)
 [0,0.637677)
 [0,0.639725)
 [0,0.641103)
 [0,0.641244)
 [0,0.641523)
 [0,0.642668)
 [0,0.643009)
 [0,0.643036)
 [0,0.645021)
 [0,0.645126)
 [0,0.645735)
 [0,0.646052)
 [0,0.648286)
 [0,0.649459)
 [0,0.649497)
 [0,0.649508)
 [0,0.649868)
 [0,0.650612)
 [0,0.651403)
 [0,0.651822)
 [0,0.652768)
 [0,0.652825)
 [0,0.654005)
 [0,0.655351)
 [0,0.655769)
 [0,0.656141)
 [0,0.656415)
 [0,0.657246)
 [0,0.658186)
 [0,0.658795)
 [0,0.662814)
 [0,0.664645)
 [0,0.664703)
 [0,0.667312)
 [0,0.668983)
 [0,0.669613)
 [0,0.67216)
 [0,0.673014)
 [0,0.67643)
 [0,0.676512)
 [0,0.679376)
 [0,0.679599)
 [0,0.680306)
 [0,0.68249)
 [0,0.682771)
 [0,0.683373)
 [0,0.685068)
 [0,0.685378)
 [0,0.685556)
 [0,0.68559)
 [0,0.685764)
 [0,0.687371)
 [0,0.690276)
 [0,0.690312)
 [0,0.690359)
 [0,0.692889)
 [0,0.694924)
 [0,0.696693)
 [0,0.697117)
 [0,0.697675)
 [0,0.699779)
 [0,0.70031)
 [0,0.700311)
 [0,0.700662)
 [0,0.702438)
 [0,0.702666)
 [0,0.703188)
 [0,0.703831)
 [0,0.704149)
 [0,0.70468)
 [0,0.705053)
 [0,0.706734)
 [0,0.70792)
 [0,0.708346)
 [0,0.709142)
 [0,0.709514)
 [0,0.709995)
 [0,0.711213)
 [0,0.712112)
 [0,0.712429)
 [0,0.714139)
 [0,0.714302)
 [0,0.714354)
 [0,0.714577)
 [0,0.714672)
 [0,0.71494)
 [0,0.715577)
 [0,0.718926)
 [0,0.719004)
 [0,0.719712)
 [0,0.720926)
 [0,0.721283)
 [0,0.722253)
 [0,0.724653)
 [0,0.72576)
 [0,0.726486)
 [0,0.726879)
 [0,0.729172)
 [0,0.729193)
 [0,0.729809)
 [0,0.729878)
 [0,0.730503)
 [0,0.732308)
 [0,0.734164)
 [0,0.734364)
 [0,0.734921)
 [0,0.735579)
 [0,0.736496)
 [0,0.737526)
 [0,0.737577)
 [0,0.738153)
 [0,0.738501)
 [0,0.742582)
 [0,0.743812)
 [0,0.746176)
 [0,0.746578)
 [0,0.746719)
 [0,0.746821)
 [0,0.747318)
 [0,0.748952)
 [0,0.749952)
 [0,0.75047)
 [0,0.752457)
 [0,0.753504)
 [0,0.753614)
 [0,0.755081)
 [0,0.760468)
 [0,0.761831)
 [0,0.762422)
 [0,0.762554)
 [0,0.76315)
 [0,0.763554)
 [0,0.763944)
 [0,0.764202)
 [0,0.764484)
 [0,0.765721)
 [0,0.766954)
 [0,0.768794)
 [0,0.769641)
 [0,0.769651)
 [0,0.769835)
 [0,0.770271)
 [0,0.770523)
 [0,0.772445)
 [0,0.77341)
 [0,0.774484)
 [0,0.775118)
 [0,0.775254)
 [0,0.775296)
 [0,0.775398)
 [0,0.775943)
 [0,0.776274)
 [0,0.7783)
 [0,0.778344)
 [0,0.780696)
 [0,0.782809)
 [0,0.783881)
 [0,0.783949)
 [0,0.784623)
 [0,0.78475)
 [0,0.786203)
 [0,0.786336)
 [0,0.78664)
 [0,0.787319)
 [0,0.788717)
 [0,0.793849)
 [0,0.795447)
 [0,0.79578)
 [0,0.796887)
 [0,0.797998)
 [0,0.798027)
 [0,0.798041)
 [0,0.799151)
 [0,0.799361)
 [0,0.803083)
 [0,0.807702)
 [0,0.808573)
 [0,0.812357)
 [0,0.814288)
 [0,0.814925)
 [0,0.817115)
 [0,0.818607)
 [0,0.821451)
 [0,0.822942)
 [0,0.823546)
 [0,0.824933)
 [0,0.826862)
 [0,0.827442)
 [0,0.827582)
 [0,0.828112)
 [0,0.829496)
 [0,0.83007)
 [0,0.832069)
 [0,0.833376)
 [0,0.833715)
 [0,0.834686)
 [0,0.837006)
 [0,0.837612)
 [0,0.84098)
 [0,0.852171)
 [0,0.852643)
 [0,0.853078)
 [0,0.853526)
 [0,0.858224)
 [0,0.859665)
 [0,0.86005)
 [0,0.860152)
 [0,0.860201)
 [0,0.863527)
 [0,0.865519)
 [0,0.866578)
 [0,0.868365)
 [0,0.868387)
 [0,0.878506)
 [0,0.880501)
 [0,0.886074)
 [0,0.889055)
 [0,0.892904)
 [0,0.89737)
 [0,0.898357)
 [0,0.900156)
 [0,0.901323)
 [0,0.902607)
 [0,0.904215)
 [0,0.908004)
 [0,0.912525)
 [0,0.915208)
 [0,0.917011)
 [0,0.92135)
 [0,0.932758)
 [0,0.935742)
 [0,0.94831)
 [0,0.955142)
 [0,0.993972)
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
persistence intervals in dim 1:
 [0.999621, )
 [0.999008, )
 [0.993551, )
 [0.991517, )
 [0.991504, )
 [0.991473, )
 [0.99041, )
 [0.989074, )
 [0.988135, )
 [0.98496, )
 [0.984548, )
 [0.982648, )
 [0.980512, )
 [0.980435, )
 [0.979455, )
 [0.976887,0.994182)
 [0.975546,0.9797)
 [0.97299, )
 [0.972103, )
 [0.971526, )
 [0.967096, )
 [0.966862, )
 [0.959931,0.994068)
 [0.959628, )
 [0.958794, )
 [0.958488, )
 [0.955872,0.963419)
 [0.953161, )
 [0.953143, )
 [0.951367, )
 [0.950561,0.973648)
 [0.949661, )
 [0.94586,0.991908)
 [0.945432, )
 [0.945425, )
 [0.945082, )
 [0.94219, )
 [0.939844, )
 [0.939735, )
 [0.936931, )
 [0.93444, )
 [0.934189, )
 [0.933017, )
 [0.932518, )
 [0.931304,0.970547)
 [0.930485, )
 [0.927569, )
 [0.926864, )
 [0.924032, )
 [0.923545, )
 [0.923166, )
 [0.921797, )
 [0.921193,0.926366)
 [0.918672, )
 [0.918352, )
 [0.916148, )
 [0.91517,0.936033)
 [0.91374, )
 [0.91268, )
 [0.910837, )
 [0.9103, )
 [0.908672, )
 [0.907871, )
 [0.905714,0.988481)
 [0.90286, )
 [0.901768, )
 [0.897748, )
 [0.89637, )
 [0.891562, )
 [0.891101,0.994215)
 [0.888881, )
 [0.888179, )
 [0.886845, )
 [0.886105, )
 [0.885106, )
 [0.884251,0.932446)
 [0.877325, )
 [0.876012, )
 [0.869126,0.914307)
 [0.867447,0.871234)
 [0.867207, )
 [0.867193, )
 [0.866355,0.950218)
 [0.859213,0.984164)
 [0.85814, )
 [0.855241, )
 [0.851052,0.876648)
 [0.847341, )
 [0.845178, )
 [0.84167, )
 [0.841095,0.962771)
 [0.839431, )
 [0.83856, )
 [0.834924, )
 [0.831582, )
 [0.826711,0.959096)
 [0.822392, )
 [0.811806,0.880376)
 [0.806396,0.983248)
 [0.803591,0.822264)
 [0.802639, )
 [0.80114,0.986517)
 [0.801075, )
 [0.794737,0.945595)
 [0.793927, )
 [0.788426,0.922297)
 [0.786194,0.900144)
 [0.775957, )
 [0.764457, )
 [0.755669,0.851462)
 [0.752381,0.853857)
 [0.726424,0.824291)
 [0.721334,0.779)
 [0.707509,0.910976)
 [0.696932,0.708073)
 [0.688632,0.758809)
 [0.671018,0.837185)
 [0.661027,0.862627)
 [0.638281,0.707528)
 [0.606756,0.613704)
 [0.49954,0.553856)
 [0.478669,0.500309)
 [0.449777,0.549278)
persistence intervals in dim 2:
